no,caseid,season,vq1,vq1a,vq1b,vq1c,vq1d,vq1e,vq2,vq17,vq17a_1,vq17a_2,vq17a_3,vq17a_4,vq17a_5,vq17a_6,vq17a_7,vq17a_8,vq17a_9,vq17a_10,vq17a_11,vq17a_12,vq17a_13,vq17a1_1,vq17a1_2,vq17a1_3,vq17a2_1,vq17a2_2,vq17a2_3,vq17a2_4,vq17a3_1,vq17a3_2,vq17a3_3,vq17a3_4,vq17a4_1,vq17a4_2,vq17a4_3,vq17a4_4,vq17a5_1,vq17a5_2,vq17a5_3,vq17a6_1,vq17a6_2,vq17a6_3,vq17a6_4,vq17a6_5,vq17a7_1,vq17a7_2,vq17a7_3,vq17a8_1,vq17a8_2,vq17a8_3,vq17a8_4,vq17a8_5,vq17a9_1,vq17a9_2,vq17a9_3,vq17a10_1,vq17a10_2,vq17a11_1,vq17a11_2,vq17a11_3,vq17a11_4,vq17a12_1,vq17a12_2,vq17a13_1,vq17a13_2,vq18,vq19,vq20,vb1,vb2,vb3,vb4,vb5,vb6,vb7,q32,q33,weight
9919,77201440,2,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,5,3,9,2,6,10,1,1,0,1.593842281
10063,77202737,2,3,1,2,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,5,3,10,2,5,10,1,1,0,1.593842281
10759,77208872,2,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,5,3,6,1,6,10,1,1,0,1.593842281
7894,76208940,2,4,4,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,5,3,8,2,8,10,1,1,0,1.593842281
8696,76220381,2,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,5,3,4,2,8,10,1,0,1,1.593842281
7448,76202467,2,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,5,5,7,2,6,10,1,1,0,1.593842281
7458,76202617,2,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,5,4,8,1,8,10,1,1,0,1.593842281
7729,76206534,2,2,0,2,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,5,5,3,2,7,10,1,1,0,1.593842281
7806,76207557,2,1,1,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,5,6,3,1,7,10,1,1,0,1.593842281
7831,76207948,2,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,5,4,10,1,6,10,1,1,0,1.593842281
8125,76211960,2,7,7,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,5,4,5,1,6,10,1,1,0,1.593842281
8414,76215989,2,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,2,5,6,9,1,6,10,1,1,1,1.593842281
9975,77201906,2,12,12,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,5,5,6,2,7,10,1,1,0,1.593842281
10052,77202548,2,3,3,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,5,5,6,2,6,10,1,1,0,1.593842281
10068,77202796,2,1,0,0,0,0,1, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,5,5,8,1,6,10,1,1,0,1.593842281
10165,77203673,2,3,3,0,0,0,0, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,1,5,4,3,2,6,10,1,1,1,1.593842281
10242,77204331,2,1,0,0,1,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,5,4,6,1,5,10,1,1,0,1.593842281
10351,77205311,2,2,2,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,5,5,3,2,7,10,1,1,0,1.593842281
10390,77205608,2,3,2,0,1,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,5,5,4,1,5,10,1,1,0,1.593842281
10465,77206290,2,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,5,5,2,2,6,10,1,1,0,1.593842281
11040,77211672,2,8,8,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,5,5,4,2,8,10,1,1,0,1.593842281
7482,76202912,2,12,12,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,5,3,9,1,6,13,1,1,0,1.591929602
7976,76209973,2,1,1,0,0,0,0, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,5,3,8,2,6,13,1,1,0,1.591929602
10728,77208625,2,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,5,3,8,1,7,13,1,1,0,1.591929602
11012,77211373,2,1,0,0,1,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,5,3,10,2,3,13,1,1,0,1.591929602
11041,77211673,2,0,0,0,0,0,0,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,5,3,8,2,5,13,1,1,0,1.591929602
8507,76217621,2,1,1,0,0,0,0, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,5,5,6,1,6,13,1,1,0,1.591929602
10329,77205083,2,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,5,5,3,2,10,13,1,0,0,1.591929602
10466,77206293,2,1,1,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,5,5,8,1,6,13,1,1,0,1.591929602
10556,77207004,2,1,0,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,5,3,12,2,1,8,1,1,0,1.590665726
10412,77205834,2,0,0,0,0,0,0,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,5,3,3,1,8,8,1,0,0,1.590665726
7367,76201545,2,4,3,1,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,5,5,3,1,6,8,1,1,0,1.590665726
10124,77203231,2,3,2,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,5,5,5,2,8,8,1,1,0,1.590665726
8709,76220620,2,1,1,0,0,0,0, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,3,3,5,1,4,5,2,1,0,1.578007003
10279,77204695,2,1,0,0,1,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,3,3,6,1,5,5,2,1,0,1.578007003
7672,76205593,2,2,0,2,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,3,5,3,1,6,5,2,1,0,1.578007003
8477,76217126,2,1,1,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,3,4,4,1,2,5,2,1,0,1.578007003
8617,76219321,2,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,0, ,3,5,10,1,5,5,2,0,0,1.578007003
9992,77202042,2,6,3,3,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,3,5,5,1,5,5,2,1,0,1.578007003
10169,77203723,2,6,4,2,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,3,5,5,1,5,5,2,1,1,1.578007003
10379,77205519,2,12,7,1,4,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,3,5,4,1,7,5,2,1,1,1.578007003
11000,77211291,2,2,0,2,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,3,5,14,1,2,5,2,1,0,1.578007003
6481,76114193,2,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,2,3,14,1,4,7,1,0,0,1.567576705
7079,76127147,2,8,8,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,2,3,14,1,3,7,1,1,0,1.567576705
7501,76203138,2,1,0,1,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,3,5,14,1,2,10,2,1,0,1.563731978
7686,76205875,2,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,3,5,14,1,3,10,2,0,1,1.563731978
8321,76214499,2,3,2,1,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,3,5,5,1,5,10,2,1,0,1.563731978
8545,76218158,2,3,0,2,1,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,3,5,14,1,2,10,2,1,0,1.563731978
10019,77202246,2,1,0,0,1,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,3,5,14,1,2,10,2,1,0,1.563731978
10080,77202900,2,3,3,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,3,5,14,1,3,10,2,1,0,1.563731978
10185,77203886,2,1,1,0,0,0,0, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,3,5,14,1,2,10,2,1,0,1.563731978
10230,77204241,2,1,0,0,1,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,3,5,14,1,2,10,2,1,0,1.563731978
7388,76201821,2,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,2,3,14,1,2,20,1,1,0,1.562900444
10113,77203148,2,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,3,3,14,1,4,13,2,0,0,1.561855433
8108,76211672,2,1,1,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,3,5,14,1,2,13,2,1,1,1.561855433
8833,76222769,2,2,1,0,1,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,3,4,4,1,5,13,2,1,0,1.561855433
8082,76211351,2,1,0,1,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,0, ,3,5,3,1,6,8,2,1,0,1.560615433
8212,76213004,2,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,3,5,14,1,1,8,2,1,0,1.560615433
8251,76213530,2,2,0,1,1,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,3,5,6,1,5,8,2,1,0,1.560615433
10718,77208465,2,4,0,3,1,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,3,5,12,1,2,8,2,1,1,1.560615433
10795,77209195,2,2,2,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,3,4,12,1,1,8,2,1,0,1.560615433
5640,76101673,2,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,2,3,14,1,2,2,1,1,0,1.55846164
5683,76102281,2,3,3,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,0, ,2,3,14,1,1,2,1,1,1,1.55846164
6098,76108105,2,8,8,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,2,3,14,1,2,2,1,1,0,1.55846164
6893,76122547,2,1,1,0,0,0,0, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,2,3,14,1,2,2,1,1,0,1.55846164
7095,76127494,2,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,2,3,14,1,2,2,1,1,0,1.55846164
9606,77106981,2,0,0,0,0,0,0,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,2,3,14,1,2,2,1,1,0,1.55846164
5831,76104292,2,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,2,5,14,1,3,2,1,1,0,1.55846164
6108,76108232,2,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,2,4,14,1,2,2,1,1,0,1.55846164
6220,76110228,2,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,2,5,14,1,2,2,1,0,0,1.55846164
7247,76131365,2,3,3,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,2,5,14,1,2,2,1,1,0,1.55846164
9019,77101143,2,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,2,5,14,1,2,2,1,1,0,1.55846164
9633,77107214,2,1,1,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,2,5,14,1,5,2,1,1,0,1.55846164
9547,77106361,2,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,4,3,4,1,5,1,1,0,0,1.556531267
9544,77106341,2,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,4,3,6,2,5,1,1,1,0,1.556531267
9039,77101325,2,1,1,0,0,0,0, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,4,3,10,1,6,1,1,1,0,1.556531267
5570,76100435,2,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,4,6,5,1,5,1,1,1,0,1.556531267
5577,76100560,2,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,4,5,4,1,6,1,1,1,0,1.556531267
5786,76103665,2,1,0,0,1,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,4,5,4,1,6,1,1,1,0,1.556531267
5802,76103827,2,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,4,6,3,1,8,1,1,1,1,1.556531267
5956,76105970,2,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,4,5,3,1,8,1,1,1,0,1.556531267
5964,76106161,2,4,4,0,0,0,0, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,4,5,5,2,5,1,1,1,0,1.556531267
6312,76111496,2,2,2,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,4,5,4,1,7,1,1,1,0,1.556531267
6514,76114682,2,7,2,5,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,4,5,4,2,7,1,1,1,1,1.556531267
7110,76127866,2,1,0,1,0,0,0, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,4,6,3,1,5,1,1,1,0,1.556531267
8981,77100847,2,3,1,2,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,4,6,6,2,10,1,1,1,0,1.556531267
9023,77101163,2,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,4,6,12,1,6,1,1,0,0,1.556531267
9070,77101510,2,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,4,5,6,1,8,1,1,1,0,1.556531267
9214,77102995,2,10,10,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,4,5,12,1,1,1,1,1,0,1.556531267
9225,77103068,2,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,4,5,6,1,6,1,1,0,0,1.556531267
9306,77103734,2,2,0,2,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,4,5,3,1,7,1,1,1,1,1.556531267
9315,77103832,2,2,0,0,0,2,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,0, ,4,5,1,1,6,1,1,1,0,1.556531267
9343,77104094,2,6,4,2,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,4,5,4,1,6,1,1,1,0,1.556531267
9368,77104452,2,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,4,6,5,1,8,1,1,1,0,1.556531267
9504,77105829,2,1,1,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,4,5,5,1,6,1,1,1,0,1.556531267
9740,77108419,2,1,0,1,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,4,5,3,1,8,1,1,1,0,1.556531267
6979,76124381,2,0,0,0,0,0,0,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,6,3,1,2,7,7,1,0,1,1.553619005
10031,77202347,2,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,6,3,9,2,6,7,1,0,0,1.553619005
10365,77205414,2,1,0,1,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,6,3,9,2,6,7,1,1,0,1.553619005
6696,76118673,2,2,1,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,6,2,8,2,9,7,1,1,0,1.553619005
5953,76105945,2,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,6,4,4,2,7,7,1,1,0,1.553619005
7176,76129378,2,1,1,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,6,4,2,1,6,7,1,1,0,1.553619005
9946,77201690,2,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,6,5,3,2,10,7,1,1,0,1.553619005
10145,77203428,2,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,6,6,2,1,7,7,1,0,0,1.553619005
8005,76210324,2,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,2,3,14,1,1,11,1,0,0,1.552725144
5853,76104642,2,2,2,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,0, ,4,5,5,1,6,3,1,1,0,1.551249926
6413,76113177,2,2,2,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,4,5,3,1,6,3,1,1,1,1.551249926
7069,76126888,2,0,0,0,0,0,0,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,4,5,4,1,6,3,1,1,0,1.551249926
9176,77102588,2,12,12,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,4,6,1,1,3,3,1,1,0,1.551249926
9212,77102956,2,1,1,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,4,5,1,1,6,3,1,1,0,1.551249926
9429,77105069,2,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,0, ,4,5,4,1,7,3,1,0,1,1.551249926
9640,77107274,2,2,2,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,4,6,3,1,6,3,1,1,0,1.551249926
9701,77108017,2,5,4,0,0,1,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,4,5,4,1,7,3,1,1,0,1.551249926
9726,77108304,2,1,0,0,1,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,4,6,12,1,2,3,1,1,0,1.551249926
7550,76203724,2,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,6,3,6,2,5,20,1,1,0,1.548984381
10929,77210572,2,4,4,0,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,6,3,4,2,10,20,1,1,0,1.548984381
8087,76211399,2,1,0,0,1,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,6,5,1,2,7,20,1,1,0,1.548984381
10949,77210802,2,0,0,0,0,0,0,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,6,5,5,2,6,20,1,0,0,1.548984381
10999,77211269,2,1,1,0,0,0,0, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,6,5,6,2,6,20,1,1,0,1.548984381
